ResponseID,Campus,Position,StudyArea,ID,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,Comment1,HowOftenL,HowOftenC,HowOftenW,NA1,NA2,NA3,NA4,NA5,NA6,NA7,NA8,NA9,NA10,NA11,NA12,NA13,NA14,NA15,NA16,NA17,NA18,NA19,NA20,NA21,NA22,NA23,NA24,NA25,NA26,NPS1
765,1,14,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1,13,4,2,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1,1,2,2,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,More tables and chairs for studying space at level 5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
264,1,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,4,5,5,5,6,3,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,6,6,6,6,6,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
1232,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,1,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,1,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,5,7,7,6,6,6,6,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1,10,6,2,,,,,,7,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
2571,1,3,4,1,7,,6,,7,7,,,,,,,,,,,,,,,,,,,,,7,,5,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
3064,1,13,7,2,6,,6,,,,,7,,,6,,,,,,,,,,,,,,,,5,,5,,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,
541,1,1,1,2,6,6,4,,,7,,,,,,6,5,,,,,,,,,,,,,,4,4,5,,,4,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,
1576,1,1,2,2,5,6,5,6,5,6,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
519,1,12,2,2,3,6,4,,5,4,,,6,,,,6,,,,,,,,,,,,,,6,5,5,,5,6,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,
1111,1,1,6,2,5,4,3,5,5,6,,,,,,4,,,,,,,,,,,,,,,5,6,5,6,6,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,
1831,1,1,6,2,5,5,5,4,6,6,,,,,,,6,,,,,,,,,,,,,,4,5,3,2,3,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,
2258,2,3,5,2,7,7,7,,3,7,,7,,,7,,,,,,,,,,,,,,,,6,4,3,,5,7,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,1,,,,,,,,,,,,,,
3315,1,13,7,2,7,,5,7,,7,,,,7,,7,7,,,,,,,,,,,,,,7,,5,7,,7,,,,7,,7,7,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,
520,1,12,2,2,7,7,6,4,6,5,,,,,4,,6,,,,,,,,,,,,,,5,5,6,4,5,5,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,
1261,1,2,6,2,4,4,4,5,6,6,,6,,,7,,,,,,,,,,,,,,,,4,6,5,4,6,6,,6,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,,,,,,,,,,,,,,
3306,1,14,5,2,4,7,6,,6,6,,6,,,5,,2,,,,,,,,,,,,,,6,7,5,,5,5,,6,,,4,,5,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,,,,,,,,,,,,
217,1,6,2,2,7,6,7,,7,7,,,,7,7,7,7,,,,,,,,,,,,,,7,6,7,,7,7,,,,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,
1551,1,4,4,2,7,6,7,,7,6,,7,,7,,7,5,,,,,,,,,,,,,,5,4,3,,5,5,,6,,7,,7,6,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,
2163,1,1,4,2,3,6,1,,,7,,1,1,6,,4,7,,,,,,,,,,,,,,6,7,4,,,4,,7,7,6,,5,7,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,
2295,2,6,2,2,6,6,6,,5,5,,6,6,,6,,6,,,,,,,,,,,,,,5,5,4,,5,5,,6,5,,5,,5,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,,,,
2489,1,1,1,2,4,7,7,7,7,7,,,,,7,7,7,,,,,,,,,,,,,,4,7,7,6,7,7,,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,
394,1,6,4,2,5,6,6,,5,7,,6,5,6,7,,7,,,,,,,,,,,,,,6,5,5,,5,7,,5,5,6,7,,7,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,
2511,1,3,4,2,4,6,7,4,5,5,,,,7,7,7,7,,,,,,,,,,,,,,4,5,6,6,6,5,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
3159,1,2,2,2,7,7,7,5,5,7,,,7,7,,7,7,,,,,,,,,,,,,,7,7,7,7,7,5,,,7,7,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,
141,1,2,4,2,6,7,6,6,5,7,,6,6,7,,6,7,,,,,,,,,,,,,,5,5,6,6,5,7,,6,6,6,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
1323,1,4,4,2,7,6,7,7,7,7,,7,7,7,,7,7,,,,,,,,,,,,,,7,6,7,7,7,7,,7,7,7,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
1448,1,2,3,2,5,6,7,5,5,7,,7,6,,6,6,7,,,,,,,,,,,,,,6,6,7,5,5,7,,7,6,,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
1980,1,4,1,2,5,6,7,5,7,7,,5,,7,7,7,7,,,,,,,,,,,,,,6,6,5,5,7,4,,6,,7,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
2702,1,1,5,2,3,5,4,2,3,3,,4,,7,7,6,7,,,,,,,,,,,,,,3,5,4,2,3,3,,5,,7,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
2910,1,3,4,1,7,7,6,6,7,4,,,7,7,6,6,7,,,,,,,,,,,,,,6,7,6,6,6,4,,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
2916,1,5,2,2,4,3,1,1,,7,,4,3,6,4,6,5,,,,,,,,,,,,,,4,3,7,4,,7,,5,6,6,3,7,7,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
111,1,4,6,2,7,7,7,7,7,7,,7,7,7,7,7,7,,,,,,,,,,,,,,7,7,5,7,7,7,,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
653,1,2,3,1,7,7,6,4,5,5,5,6,6,,6,7,5,,,,,,,,,,,,,,7,7,6,5,5,5,5,6,6,,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1066,1,2,2,1,7,7,7,7,7,6,,7,7,7,7,7,7,,,,,,,,,,,,,,6,7,5,5,5,6,,6,7,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1376,1,6,4,1,7,7,7,5,5,7,,7,6,7,6,7,7,,,,,,,,,,,,,,7,6,7,6,6,5,,6,6,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2587,1,4,6,1,6,7,5,6,6,7,,5,4,7,7,7,6,,,,,,,,,,,,,,3,6,6,4,4,6,,6,5,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3310,1,8,2,2,4,7,5,6,7,7,7,4,7,7,,7,7,,,,,,,,,,,,,,6,5,7,6,5,7,7,6,6,6,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
180,1,6,2,2,7,7,7,5,5,7,7,7,7,7,6,7,7,,,,,,,,,,,,,,7,7,7,6,6,7,7,7,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1,4,1,1,5,5,5,4,5,5,5,5,5,4,4,6,6,,,,,,,,,,,,,,6,6,6,6,5,5,4,4,4,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1,13,6,2,6,6,6,7,6,7,6,6,7,7,6,6,6,,,,,,,,,,,,,,7,7,7,7,6,7,6,6,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2,1,5,2,6,6,7,4,7,7,5,4,3,5,6,7,7,,,,,,,,,,,,,,6,5,7,5,4,6,5,6,5,5,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1,1,4,2,6,6,6,5,4,7,5,5,6,5,6,7,7,,,,,,,,,,,,,,6,6,6,6,6,7,6,6,6,5,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1,13,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
794,1,6,2,1,6,5,6,6,7,6,5,4,5,6,7,6,6,,,,,,,,,,,,,,4,5,4,5,5,6,6,4,5,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,2,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
877,1,1,2,2,5,4,5,5,5,6,6,5,5,6,5,6,5,,,,,,,,,,,,,,6,5,5,5,6,6,6,7,6,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2,13,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
973,1,13,4,2,6,6,4,6,4,7,5,6,7,7,7,6,6,,,,,,,,,,,,,,6,4,4,6,4,7,5,6,7,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1,3,2,1,5,6,4,6,3,5,6,4,2,3,3,6,6,,,,,,,,,,,,,,7,7,6,6,7,6,7,6,6,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,2,1,2,2,6,7,5,6,5,4,6,7,6,6,5,6,7,,,,,,,,,,,,,,5,6,5,6,5,4,6,7,6,6,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,1,1,4,2,5,4,6,4,5,5,5,5,5,4,4,4,4,,,,,,,,,,,,,,1,4,4,4,5,3,3,3,3,2,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1,6,2,2,6,6,7,5,4,6,7,6,6,4,7,6,6,,,,,,,,,,,,,,6,6,6,5,4,6,7,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,1,6,2,2,6,6,7,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,6,6,7,6,6,6,6,6,6,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,1,2,1,2,5,7,6,4,4,6,5,5,5,5,5,4,5,,,,,,,,,,,,,,3,4,5,5,4,3,4,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,1,1,2,2,3,5,5,3,4,6,4,4,4,4,4,4,4,,,,,,,,,,,,,,4,4,4,3,4,6,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,1,3,4,2,4,6,6,4,4,2,4,4,4,4,5,5,5,,,,,,,,,,,,,,4,5,5,4,4,2,4,4,5,4,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,1,2,3,2,5,7,4,5,6,6,5,6,6,6,5,6,4,,,,,,,,,,,,,,5,6,4,5,5,4,5,6,5,5,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,1,2,2,2,5,5,5,7,6,6,6,7,6,6,6,6,7,,,,,,,,,,,,,,6,6,6,5,5,6,6,6,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1,14,2,2,5,6,7,7,7,7,7,6,4,7,7,7,7,,,,,,,,,,,,,,5,6,6,4,6,7,6,6,6,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,1,6,4,1,6,4,6,6,6,7,7,7,7,7,7,6,5,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1,4,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1,9,1,2,3,4,4,3,3,3,3,5,5,4,5,5,6,,,,,,,,,,,,,,4,4,4,4,4,4,4,6,6,4,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,1,2,1,2,7,7,7,7,7,7,7,7,7,4,7,7,7,,,,,,,,,,,,,,7,7,5,7,7,7,7,5,7,7,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,4,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,1,3,5,2,7,6,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,7,6,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,1,1,2,2,6,5,6,6,6,7,5,4,5,4,5,6,5,,,,,,,,,,,,,,5,6,5,6,6,5,6,6,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,2,2,1,2,4,5,4,4,4,6,4,6,6,5,6,5,6,,,,,,,,,,,,,,4,5,4,5,6,4,7,7,6,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,1,6,4,1,7,6,7,7,7,7,7,7,7,6,6,5,6,,,,,,,,,,,,,,7,5,7,6,6,6,4,5,5,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,1,2,2,2,4,7,2,7,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,4,5,2,5,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,2,3,1,1,5,2,4,4,6,6,5,6,2,5,7,5,6,,,,,,,,,,,,,,7,3,7,6,4,4,5,6,6,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,1,2,1,2,7,5,7,3,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,3,3,4,4,4,7,7,7,4,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,2,1,5,2,5,5,7,5,3,7,4,4,4,6,7,7,3,,,,,,,,,,,,,,7,6,7,7,7,6,5,7,5,7,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,1,7,4,2,6,7,5,4,5,6,7,7,4,7,5,6,6,,,,,,,,,,,,,,6,7,6,5,6,6,7,7,5,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,1,4,2,2,4,2,5,3,3,7,3,4,3,4,6,4,4,,,,,,,,,,,,,,4,4,4,4,4,6,3,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,1,3,3,2,5,6,6,6,6,6,6,6,5,5,4,6,6,,,,,,,,,,,,,,6,2,3,4,5,5,4,5,6,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,2,1,5,2,6,7,6,7,6,7,6,3,4,6,7,7,6,,,,,,,,,,,,,,5,7,7,6,7,5,6,7,6,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,1,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,1,6,2,1,7,7,6,6,7,6,5,6,7,7,5,7,7,,,,,,,,,,,,,,7,7,7,6,7,6,6,6,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,1,4,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,1,6,4,2,4,6,4,6,6,7,6,5,5,4,4,5,5,,,,,,,,,,,,,,5,5,5,5,5,6,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,1,13,7,2,5,5,7,6,6,7,7,7,7,7,7,7,6,,,,,,,,,,,,,,5,5,4,6,4,7,6,7,5,5,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,1,3,1,2,4,4,5,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,4,4,6,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,2,1,2,2,6,6,6,6,6,7,4,4,4,4,5,5,5,,,,,,,,,,,,,,5,5,6,5,5,7,4,4,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,1,1,6,2,6,6,6,6,6,6,6,6,6,7,5,6,6,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,7,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,1,1,4,2,5,5,5,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,1,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2205,1,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
3014,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
2274,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,More seats please,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
508,1,13,7,2,4,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,2,1,5,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
921,1,2,3,2,,,,,,,,,,,,,,,4,,,7,7,,,,,,,4,,,,,,,,,,,,,,,4,,,3,2,,,,,,,5,4,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,,2
2963,1,12,4,2,,,7,,7,,,,,,,,,,,,,,,,7,,7,,,,,,7,,7,,,,,,,,,,,,,,,,5,,4,,,,5,Increase more coverage to journal and conference papers.,5,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,8
596,1,1,1,2,7,7,5,6,6,7,,,6,,,,,7,5,,6,6,,,7,,,,,,5,6,5,5,4,6,,,4,,,,,6,3,,7,7,,,3,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,1,,,1,1,,1,1,1,1,1,
2949,1,13,7,2,3,4,4,,,,,,,,5,,6,,,,,7,,,,,,,,,6,6,6,,,,,,,,5,,5,,,,,5,,,,,,,,,5,,4,1,5,,,,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,8
2960,1,12,7,2,5,7,,,,,,,,,,,,,,,,7,,,7,,,,,7,1,5,,,,,,,,,,,,,,,,7,,,7,,,,,7,6,Maybe a tour for new staff can be organized so that we get familiar with the library services.,5,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,,7
2175,1,9,1,2,5,6,5,,,6,6,7,6,6,5,7,7,,,,,,,,,,7,7,,,5,5,5,,,6,6,6,6,6,4,7,7,,,,,,,,,,7,7,,,,,,,,,,,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,
2770,2,1,2,2,6,7,5,6,,5,,7,,,,,,7,7,,7,7,,,7,,,5,4,,4,6,6,6,,6,,7,,,,,,6,6,,7,7,,,7,,,6,5,,,,,,,,,,,1,,1,,1,1,1,1,1,,,1,,,1,1,,1,1,,,1,
2957,1,13,7,2,3,3,3,7,3,7,,,,,,,,7,,,,,,,,,,,,,2,2,2,2,3,6,,,,,,,,3,,,,,,,,,,,,,4,,4,1,5,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,7
317,1,1,7,2,4,5,7,,,6,,,,,,,,7,7,,7,,,,,,,,,,5,6,6,,,7,,,,,,,,4,3,,6,,,,,,,,,,5,Add more seating arrangements,2,1,5,,,,1,1,,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,8
390,1,1,4,2,5,5,5,,,4,,,,,,,,5,5,,5,5,,,,,,,,,5,5,5,,,4,,,,,,,,5,5,,5,5,,,,,,,,,5,,2,1,3,,,,1,1,,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,1,1,7
495,2,1,6,2,,,,,,7,,,,,,7,7,7,7,,,7,7,,,,,,,,,,,,,5,,,,,,5,5,6,6,,,7,6,,,,,,,,6,more studying spaces,1,1,3,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,,,1,1,1,1,1,1,1,10
1663,2,4,3,2,,7,7,7,,7,,,,,,,,7,7,,7,7,,,7,7,7,7,7,7,,7,7,7,,7,,,,,,,,7,7,,7,7,,,7,7,7,7,7,7,,,,,,1,,,,1,,1,1,1,1,1,1,1,,,1,,,1,1,,,,,,,
2178,1,2,3,1,,,,,,7,,,,,,,,7,4,4,5,7,6,,,,,,,5,,,,,,7,,,,,,,,4,4,5,5,6,5,,,,,,,4,5,,2,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,5
2311,1,11,2,2,4,4,4,,,,,,,4,4,4,4,,,,,4,,,,,,,,,4,4,4,,,,,,,4,4,4,4,,,,,4,,,,,,,,,4,,4,1,5,,,,1,1,1,1,1,1,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,5
2971,1,13,7,2,7,7,5,,,7,,,,,,,7,,,,,,,,7,,,7,,,6,6,5,,,7,,,,,,,7,,,,,,,,7,,,7,,,6,None,3,1,3,,,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,7
