ResponseID,Campus,Position,StudyArea,ID,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,Comment1,HowOftenL,HowOftenC,HowOftenW,NA1,NA2,NA3,NA4,NA5,NA6,NA7,NA8,NA9,NA10,NA11,NA12,NA13,NA14,NA15,NA16,NA17,NA18,NA19,NA20,NA21,NA22,NA23,NA24,NA25,NA26,NPS1
906,1,2,2,2,4,6,5,5,5,6,4,4,4,5,6,5,5,7,7,6,7,7,7,6,7,7,7,7,6,7,5,6,6,5,6,6,4,5,5,6,5,6,6,5,5,5,5,6,7,6,6,7,7,6,6,5,6,"Some parts of the library are noisy, would be better if noise level was kept to a minimum",2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
915,1,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,7,7,7,7,7,7,7,7,2,5,7,3,7,7,6,6,3,7,4,4,4,5," -Ensure that students don't chope seats (students chope seats during their class breaks so that after class, they can study in the library)
-ensure that students keep quiet in the library.
-more study spaces
-cleaner library (remove hair (especially from the electrical sockets on the floor), coffee/tea stain on the table)
-some parts of the carpeted floor in level 3 make creaking sounds (when walking to the printing room)
-in the law library (first floor behind the elevator), I can't use the sockets because its frame/table is blocking the way",2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10
919,1,2,3,1,2,6,5,5,4,7,4,7,4,7,7,6,6,7,4,4,6,7,7,4,7,7,5,7,7,5,3,5,4,5,4,2,4,2,3,4,1,5,5,1,1,2,3,5,4,4,2,1,3,2,3,4,3,"There are too much spaced being wasted; could have been more tables on level 4. The tables are now replaced with sofa, which could not really be used for studying. Individual studying spaces in the quite area are also gone to my horror. Doubtful how hard it is to find a seat in library when the final period come. 

Books in reserve section should be moved out. Three hours loan is way to short to read a book. I have to keep watching the clock while reading the books and still ended up being fined by being late for 1 or 2 minutes, which is extremely extremely frustrating. Actually it is always the same bunch of people keep borrowing books; even if you put the books as loanable for 3 hours only, they will still keep borrowing many times in a day and read for the whole day. So I feel there's really no point to put so many books in the reserve section and make those people's life extremely hard---adding workload to librarian as well to keep putting the books back.",1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4
920,1,1,6,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,The gantry at the library might need certain maintenance to facilitate fast entry and exit.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10
926,2,1,5,2,7,7,7,6,6,7,7,7,7,6,4,5,6,7,7,7,7,7,7,5,7,7,7,7,7,7,6,3,4,6,6,6,6,6,6,6,5,5,6,4,3,4,5,6,3,6,5,6,5,6,6,6,6,Perhaps include more study spaces if possible,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7
935,1,3,1,2,5,6,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,6,6,6,6,5,4,6,4,7,3,7,6,6,6,6,6,6,5,Have more space.,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7
941,2,6,5,2,6,7,7,2,7,7,7,7,1,4,7,7,7,7,7,1,7,7,7,7,5,5,7,7,5,5,3,5,5,3,4,3,4,4,4,1,5,5,5,7,2,1,3,3,1,5,5,4,4,4,4,4,4,"1. Please install more printers and check on them frequently to ensure that they are functioning 
2. Please provide longer hours of service
3. Please continue to provide ear plugs
4. Please ensure that all power plugs are working.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7
943,1,2,2,2,6,6,6,6,6,7,6,6,7,5,6,7,5,7,7,5,7,7,7,6,6,6,7,7,7,7,6,6,6,6,6,6,7,7,7,7,5,7,5,6,7,6,6,7,6,7,6,7,7,7,7,7,6, -,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
944,1,1,3,1,5,5,5,5,5,5,6,6,5,5,5,7,6,4,3,6,6,6,6,6,5,5,5,5,6,6,6,5,6,5,6,5,5,6,5,6,6,6,5,3,6,7,6,6,6,7,7,6,5,6,6,4,5,Nol,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
945,1,3,4,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7,7,7,7,7,5,6,7,7,7,6,7,7,7,7,7,7,7,6,"Sometimes the security guard at KGC law library is too relaxed and not doing their job. e.g. Talking loudly and laugh on phone during working hours, or playing phone. The photocopier at KGC law library should have clearer guide e.g. provide a video demonstration of how to use it.",1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10
952,1,3,5,2,4,6,6,6,6,7,4,6,7,7,7,7,7,7,7,4,7,7,7,6,7,7,7,7,6,5,6,4,4,5,4,5,4,7,7,5,6,6,6,4,5,6,7,7,5,5,6,6,5,6,6,5,5,"Having more frequent cleaning to get rid of the dust and smell (especially the toilets), enforce the quiet area rule strictly, have more copies of law books in the course reserves",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
953,1,4,2,2,6,6,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,6,6,6,6,5,6,4,6,5,6,6,6,5,6,6,7,6,6,6,6,7,6,7,3,6,More databases,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
954,1,2,2,2,6,5,6,6,5,7,6,5,6,6,6,6,6,7,5,7,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,6,5,6,6,6,6,6,7,5,7,6,6,6,5,6,6,6,6,6,6,6,"I think that the areas nearer to the window side (facing the sun) can have stronger aircon in general because it can get a little hot in that area at times. Overall, the library is one of the most conducive place in SMU to study.",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9
960,1,3,1,2,3,3,3,5,5,6,7,7,6,5,6,6,6,7,7,7,6,7,7,6,6,7,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,5,5,5,5,6,5,7,4,6,5,5,5,6,5,5,5,have more textbooks on loan,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7
963,1,2,3,1,6,6,6,5,6,7,6,6,6,6,6,6,6,7,7,4,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,7,7,7,7,7,7,7,7,the building sometimes a bit cold,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8
978,1,4,3,1,5,7,7,5,4,4,3,4,6,4,5,5,6,5,5,4,6,5,6,5,6,6,7,7,5,6,5,1,7,3,4,4,4,4,6,4,5,4,6,4,7,3,6,7,7,7,7,6,7,7,6,6,6,"Many people just hog seats, hopefully can improve on this",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9
985,1,6,2,2,4,3,3,6,6,6,5,4,5,7,6,7,7,6,6,6,6,7,6,6,7,7,7,7,7,7,4,5,5,6,6,6,5,5,6,7,7,7,7,2,5,3,6,7,7,6,7,7,7,7,7,7,6,Perhaps available cheap coffee machine inside the library?,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10
989,1,2,4,2,7,7,7,5,4,6,5,7,7,6,5,6,6,5,5,6,4,6,7,6,7,6,7,5,6,5,5,5,5,5,5,5,5,4,6,3,5,5,4,6,5,6,5,6,5,6,5,6,7,6,6,6,6, -,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9
991,1,7,2,1,5,6,7,5,6,7,7,6,6,7,6,7,6,5,4,5,6,7,7,5,6,6,7,6,6,7,6,6,7,5,6,7,6,7,6,7,5,6,5,6,5,6,6,7,7,5,5,5,7,6,5,7,6,"Booking a project rooms to be limited for student per month
For example, each student  can book 8 hours monthly or 16 hours divided two hours for one time",2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9
993,1,6,1,2,6,6,6,5,5,6,6,6,4,6,6,6,6,6,7,4,4,7,7,6,7,6,6,6,6,6,6,6,6,5,5,6,5,6,5,5,5,5,5,6,6,5,4,6,6,5,5,5,5,5,5,5,5,Nil,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1006,1,3,2,2,5,4,6,6,5,6,5,6,5,5,6,5,6,7,7,3,7,7,7,6,6,6,6,6,6,6,5,4,6,4,4,3,5,6,5,5,3,5,6,4,3,3,4,1,6,6,6,6,6,6,6,6,6,seat hogging problem could be improved,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1009,1,3,2,2,6,7,6,6,6,5,5,7,5,7,6,6,7,7,7,5,6,7,7,4,6,5,6,5,6,4,5,6,6,7,7,7,6,7,5,6,5,6,6,5,5,4,6,7,5,5,7,6,6,5,5,5,6,Enforce strictly on hogging of seats,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1010,1,1,6,2,5,5,6,3,3,7,6,6,4,6,6,6,7,7,5,4,7,7,7,4,7,6,6,7,7,6,5,5,6,5,5,7,7,7,6,7,6,7,7,5,5,5,7,7,5,6,7,6,6,6,7,6,6,Squeeze more seats so there's still study space closer to finals and more subscriptions to news websites. I really love the Financial Times one and would love access to other websites like The Diplomat :),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1029,1,2,6,2,4,6,3,6,6,6,6,6,6,6,6,6,6,1,1,1,7,6,6,6,7,6,7,6,6,6,4,5,3,6,6,6,6,6,6,6,6,6,6,2,2,6,7,6,4,6,7,6,7,6,6,6,6,More space to study. I understand it is difficult but I think the space can be better maximized.,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1032,1,4,2,2,5,6,7,5,5,7,6,6,5,7,7,7,7,7,7,5,5,7,7,4,5,7,7,7,7,4,5,6,7,5,5,5,7,6,6,7,6,7,7,6,6,6,6,7,7,6,6,7,7,7,7,6,5,It would be more conducive to have more signages on the doors of GSRs located in the Library's Quiet Areas as loud group projects inside can be heard outside.,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1044,2,4,4,2,2,3,5,6,4,4,6,5,6,5,5,5,4,5,5,4,5,5,4,6,5,6,6,5,4,4,6,6,6,5,4,4,6,6,5,5,3,6,6,3,6,6,5,5,5,5,5,4,6,5,5,6,7,Please get the lift contractor from the labs and use them for the KGC library. That lift is too darn slow.,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1045,1,3,2,2,6,7,6,4,6,7,6,7,3,7,3,5,6,7,7,2,2,6,7,5,7,7,6,6,3,7,6,7,3,2,7,7,6,6,5,7,4,6,7,5,5,4,4,7,5,7,7,7,4,5,3,4,6,Maximize space capacity and use the old printing system,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1046,2,2,2,1,5,7,5,5,5,5,5,5,5,5,5,5,5,6,6,4,6,6,6,6,6,6,6,6,6,6,4,7,4,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,6,It would be even better if printing services are upgraded.,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1048,1,3,1,2,7,5,6,6,4,6,4,6,5,6,6,5,5,6,6,6,6,5,6,6,5,5,6,5,5,5,5,4,7,5,6,5,6,5,6,5,5,5,6,6,4,6,6,5,6,6,6,5,4,5,4,6,6,Not so cold the aircon,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1052,1,3,1,2,4,5,6,4,4,4,6,6,6,6,6,6,6,6,6,4,6,6,6,5,5,5,5,5,5,5,6,6,6,4,4,4,6,6,6,6,6,6,6,6,6,4,6,6,6,5,5,5,5,5,5,5,6,Continue using the old printing system!,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1059,1,2,2,2,5,5,5,4,4,7,6,6,6,6,6,6,6,6,5,5,5,7,7,6,6,6,6,6,6,5,5,5,5,4,4,7,6,6,6,6,6,6,6,6,5,5,5,7,7,6,6,6,6,6,6,5,7,The borrowing period of certain textbooks can be longer instead of a few hours only,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1064,1,2,1,2,5,5,6,6,5,1,6,5,5,7,6,6,6,7,6,2,6,7,7,1,1,1,2,1,1,1,5,5,6,5,5,1,5,5,5,7,6,6,6,3,3,7,7,7,7,7,7,7,7,7,7,7,6,Open for longer hours and on weekends as well,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1068,1,4,6,2,5,5,5,6,6,6,6,5,7,3,5,5,5,4,6,6,5,6,6,5,7,6,5,5,5,5,4,4,4,5,5,5,4,5,4,5,4,5,4,4,6,5,5,4,5,3,5,5,5,5,5,4,4,More seating!,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1071,1,4,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,4,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Some of the chairs in the library are quite dirty.,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1075,1,4,2,1,4,6,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,6,6,6,5,5,5,6,6,7,6,7,7,7,5,6,5,6,5,4,7,7,6,6,6,6,6,6,6,6,6,more librarians to help with educating the students on databases,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1082,1,2,2,2,5,7,7,2,5,6,5,5,6,6,5,6,6,7,6,5,7,7,7,6,6,6,6,6,6,6,3,7,7,2,5,5,5,5,6,6,5,6,6,6,6,5,7,7,7,6,6,6,6,6,6,6,6,Bring in more seats,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1087,1,3,6,2,7,6,7,6,7,5,6,6,6,6,6,7,7,7,7,7,6,6,7,7,7,7,7,7,6,7,7,6,7,6,7,5,6,6,6,6,6,7,7,4,4,6,6,5,5,7,7,7,6,7,7,7,6, -,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1094,1,1,2,2,5,6,6,4,5,6,4,5,4,5,4,5,6,7,7,5,4,7,4,5,4,5,4,4,5,5,5,5,7,5,5,6,5,5,5,5,4,5,7,7,7,4,5,7,5,5,5,6,6,5,5,5,6,Nil,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1099,1,2,2,1,4,5,5,4,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,4,5,3,4,5,5,5,6,6,7,6,6,6,5,5,5,5,5,3,4,5,6,5,5,5,5,5,"Please add more copies of course reserve items, especially textbooks for the core modules.
Some of the textbooks need to be repaired.",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1100,1,2,6,2,4,6,7,4,6,2,4,6,4,5,5,6,6,4,5,6,4,6,6,5,7,6,6,7,5,4,4,6,5,5,6,6,4,5,5,5,5,6,6,4,6,6,4,6,6,5,7,6,6,7,5,4,5,"More conducive discussion areas on level 3 near lifts. Maybe the seated sofa area can be transformed to have more tables so that it can better facilitate discussions. However, overall the library has great study facilities and resources that has helped me in my research projects!",3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1107,1,2,2,2,5,5,6,4,4,3,5,5,5,4,3,5,5,6,6,3,6,6,6,5,5,5,5,5,5,4,4,5,6,6,5,6,6,6,6,6,6,6,6,5,7,5,6,6,7,5,5,5,5,5,5,5,6,"1. The library could open till later timings during the weekend.
2. I hope that library Level 3-5 could be opened from 0800 onward instead of 1300 on Sundays. The learning commons is slightly cold for me.
3. If it is possible, the library could provide more of the same textbooks. For example, for Fundamentals of Corporate Finance textbook, it is borrowed by students most of the time and hard to obtain a copy if we require it.",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1116,1,1,2,2,7,6,7,7,7,7,4,7,6,7,7,7,7,6,5,3,7,7,7,7,7,7,7,7,7,7,6,6,7,7,5,6,4,7,4,7,5,6,7,6,6,6,7,7,7,5,7,7,5,7,6,5,7,Please provide a wider range of biographies and New York Times bestsellers,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1117,1,9,4,2,5,7,6,6,5,5,5,6,5,6,7,6,6,6,6,5,5,7,6,6,7,7,6,7,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,5,6,5,6,5,6,can search engines and accesses into different journals/databases be integrated more together?,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1126,1,2,2,2,3,4,2,3,1,6,6,5,2,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,6,5,6,5,4,4,6,5,6,4,6,4,7,7,5,5,5,7,6,5,5,6,6,7,7,5,6,5,More copies of textbooks if possible,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1128,2,3,5,2,3,4,6,2,4,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,6,7,7,7,7,6,5,6,6,5,6,7,6,5,5,5,5,6,5,5,4,6,Nil,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1135,1,1,6,1,3,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,None. I am happy with everything.,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1137,2,3,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,6,5,5,5,4,5,4,6,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,7,5,5,6,5,5,5,5,5,6,6,5,NIL,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1139,1,1,6,2,6,5,6,6,7,7,5,6,6,7,7,6,6,7,6,6,5,6,7,6,5,5,6,6,6,7,5,5,6,5,6,5,5,7,5,5,5,5,6,6,4,6,5,6,6,6,6,5,6,6,6,5,6,opening hours could be extended for longer hours if possible,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1144,1,2,6,2,7,5,5,2,6,7,2,2,2,2,2,3,5,7,7,7,7,7,7,3,7,5,7,7,7,7,4,4,3,6,4,5,5,5,5,5,5,4,4,1,1,1,6,6,5,5,5,4,5,4,5,1,5,"More study tables, less sofas",2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1150,2,2,4,2,4,5,6,5,3,6,3,5,5,5,5,5,5,7,7,1,6,7,7,1,3,2,5,2,4,3,4,5,6,3,4,6,6,6,6,6,6,6,6,4,3,4,3,7,6,6,6,6,6,6,5,5,6,more common spaces for people to study and strictly enforce no hogging policies,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1154,2,4,5,2,6,6,6,1,6,6,6,7,7,7,7,7,7,7,6,4,6,7,7,6,6,6,6,7,6,5,6,5,6,5,5,4,5,7,7,7,7,7,7,5,5,7,7,7,6,6,6,5,6,6,6,5,6,Crackdown on noisemakers in the library.,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1157,1,2,4,1,6,6,6,6,6,7,7,6,6,5,5,6,5,6,6,5,5,7,6,5,6,5,5,5,5,6,5,6,6,5,6,7,7,6,6,5,5,6,5,6,6,5,5,7,6,5,6,5,5,5,4,6,6,To make it more accessible for libraries resources.,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1162,1,2,4,2,7,5,6,5,6,7,5,6,6,6,6,5,6,6,5,5,5,4,4,5,4,5,5,6,5,5,5,7,5,5,5,7,3,6,6,5,6,6,5,6,5,3,5,5,3,5,4,5,5,6,5,5,5,Have more places available for discussion,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1163,1,3,5,2,5,7,6,4,6,2,7,7,6,7,7,7,7,2,2,7,4,7,7,5,2,4,6,6,6,4,6,7,6,6,6,2,7,7,6,7,7,7,7,2,2,7,4,7,7,5,2,4,6,6,6,4,5,More study spaces instead of the new design 'creative spaces'.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1166,1,3,4,2,6,6,6,7,6,6,6,6,7,7,7,6,6,7,7,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,5,6,7,7,6,6,7,7,6,I think it will be better if library provies more textbooks,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1172,1,4,4,1,6,6,7,6,6,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,7,7,7,5,6,6,6,7,5,5,6,5,6,7,7,7,6,7,7,7,7,7,It would be good to put on some signage that shows that certain area is a strictly quiet area.,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1173,1,3,3,1,4,5,5,6,5,4,5,5,5,4,4,4,5,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,5,4,5,6,5,5,5,6,6,4,6,5,5,4,6,6,4,6,4,5,4,6,5,5,6,Keep up the good work. Please subscribe to Wall Street Journal and other financial databases.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1174,2,4,5,2,4,4,4,3,3,7,5,5,4,4,7,4,7,7,7,4,4,4,7,6,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,4,6,6,6,6,6,6,6,6,6,6,6,5,5,"Please close the KGC library at midnight, just like the LKS library. Also, it might be easier on the security staff if the KGC library played the ""closing time"" song at closing time, just like the LKS library, rather than going around each floor and telling every student that the library is closing.",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1181,1,3,1,2,4,7,7,6,7,7,5,5,6,4,4,7,7,7,7,4,7,7,7,7,7,6,6,6,6,7,5,5,7,5,6,6,5,5,5,5,5,4,5,4,4,7,6,7,3,6,4,4,4,6,6,1,5,"It would be truly useful for our academic learning if the library was able to provide individual Capital IQ accounts for SOA and SOB students who request it. Both NUS and NTU seem to have this available upon request, and SMU seems to be lacking in this aspect. The Capital IQ terminals in the Investment Studio do not work well, and features often are incompatible with the browser used.",2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1182,1,2,5,2,6,7,6,6,7,6,7,7,5,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,6,6,6,6,7,6,7,7,5,7,6,7,6,6,7,6,5,7,7,7,5,7,6,6,7,I believe that the library's recent redesign on Level 4 encourages students to adopt more creative and efficient use of space. I have seen more students share spaces and it promotes interaction.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1183,2,2,5,2,6,5,6,4,3,7,6,6,6,6,5,5,6,7,7,7,5,7,7,7,6,7,7,7,7,5,6,6,6,5,5,3,6,6,6,7,6,7,6,5,5,4,4,5,6,7,6,7,6,6,6,4,6,There could be an extension to the opening hours. Especially on the weekends,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1185,2,4,2,2,5,5,5,6,5,6,6,6,5,5,5,6,6,6,5,5,5,6,6,5,6,5,5,6,6,6,5,5,5,6,5,5,6,5,6,5,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,5,KGC library design near the window blocks in sunlight and is quite hard to study towards the night.,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1186,1,1,6,1,7,6,6,6,6,6,5,6,5,5,5,5,6,5,5,6,5,6,6,6,5,6,6,5,5,6,5,5,5,4,5,5,5,6,6,6,6,5,5,4,5,6,5,5,6,6,5,5,5,5,4,4,5,Personally I prefer the previous tables and chairs at level 4 quiet area than the new cozy-style ones now. I think they previous ones had more study space.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1187,2,4,6,2,3,5,6,2,4,7,1,5,6,6,7,7,7,7,7,5,7,7,7,6,7,7,7,6,6,6,6,6,6,5,5,7,6,5,6,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,"Would be nice if we can ""book"" certain seats etc during busy periods :)",2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1189,1,4,1,2,6,6,5,5,6,6,6,7,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,5,6,6,5,5,5,7,7,6,6,6,4,5,6,6,4,6,Textbooks usually come in 1-2 copies and are unavailable at times. Providing more copies will be nice.,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1198,1,2,1,2,5,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,Longer operating hours,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1210,1,6,1,1,7,7,7,7,7,7,5,7,5,5,6,6,5,7,7,7,7,7,7,6,6,6,6,6,5,6,5,4,7,6,6,5,5,5,6,6,6,6,6,4,4,5,4,7,5,6,6,5,5,6,5,5,6,please arrange more places for students to study.,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1212,2,3,5,2,4,6,5,2,2,6,6,6,6,3,7,7,7,7,7,3,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,5,6,6,6,6,6,6,6,6,6,6,NA,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1213,1,1,1,2,5,6,5,6,6,7,6,7,4,4,6,6,6,7,7,4,7,7,7,5,7,5,6,7,6,6,7,6,7,7,6,7,7,7,6,6,7,7,7,7,5,7,7,7,6,7,7,7,7,7,6,6,6,"The skinny tables on the fourth floor should be replaced back with the individual cubicles, cuz there aren’t enough of those in the library now.",2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1216,2,3,5,2,6,6,6,6,5,6,6,6,6,5,5,6,6,7,6,4,5,7,7,6,7,5,7,7,7,6,6,6,6,6,5,5,6,6,6,6,6,6,7,6,6,6,6,7,7,6,7,5,7,7,7,5,6,I think there could be more new chairs in the Li Ka Shing Library :-) Or more study spaces,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1218,1,3,3,2,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,7,7,7,7,7,NA,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1221,1,3,2,2,5,6,6,6,6,6,6,5,6,5,7,6,7,7,6,7,6,6,6,6,7,7,7,7,7,7,4,4,4,5,6,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,6,6,6,6,"Possibly prevent seat hogging, although the library is already actively taking steps to accomplish this.",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1222,1,3,3,2,7,6,6,6,6,7,6,7,6,6,5,6,7,7,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,6,5,7,6,7,6,6,5,6,7,4,4,7,7,7,7,6,6,6,6,6,6,6,5,Seat hogging is too severe.,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1225,1,3,2,2,5,5,5,2,2,6,2,2,2,2,2,2,2,7,7,2,7,5,7,1,1,1,7,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,3,6,6,3,4,4,4,5,4,4,4,5,Seats are always choped. Anti-chope system should extend across all levels.,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7
